onset	duration	nwb_table	error_onset_time	reward_start_time	reward_stop_time	movement_start_time	movement_stop_time	return_start_time	return_stop_time	cue_onset_time	target
6.202040433883667	14.57246208190918	trials		9.626296281814575	9.907527685165405	8.826306581497192	9.616670608520508	16.83644413948059	20.774502515792847	8.437800884246826	Right
20.779376745224	14.005043029785156	trials		23.83048701286316	24.150384664535522	23.17725706100464	23.813652515411377	25.922027587890625	34.784419775009155	22.453166007995605	Left
34.79379963874817	16.056238174438477	trials		39.064494132995605	39.37374210357666	38.171074628829956	39.04446458816528	42.4751513004303	50.850037813186646	37.671813011169434	Left
50.85696005821228	15.32342267036438	trials		54.581207036972046	54.8968448638916	53.742510080337524	54.56478214263916	60.540968894958496	66.18038272857666	53.43731713294983	Right
66.20151805877686	14.291148900985718	trials		69.93903613090515	70.20515322685242	69.07846665382385	69.92560124397278	77.69612288475037	80.49266695976257	68.71781373023987	Right
80.49778699874878	13.552926540374756	trials		83.17218804359436	83.46656775474548	82.48668169975281	83.15695095062256	85.27007746696472	94.05071353912354	81.82689785957336	Left
94.05816841125488	14.428651332855225	trials		96.90587139129639	97.25145077705383	95.9834520816803	96.88522744178772	105.52545285224915	108.48681974411011	95.48234748840332	Right
108.49734663963318	14.953144311904907	trials		112.01425409317017	112.37322759628296	108.83366918563843	111.99807476997375	115.14884090423584	123.45049095153809	110.65491461753845	Left
123.46396660804749	14.978089094161987	trials		125.85906171798706	126.20693492889404	125.00484085083008	135.2562277317047	135.5842764377594	138.44205570220947	124.52990984916687	Right
138.44860935211182	15.20234489440918	trials		143.04677891731262	143.3277645111084	141.3092966079712	143.02146553993225	144.69107723236084	153.650954246521	140.54408192634583	Left
153.66737914085388	16.415826082229614	trials		157.6272690296173	157.92893958091736	156.82707452774048	157.6035532951355	166.84826612472534	170.0832052230835	156.499107837677	Right
170.08885765075684	14.268293142318726	trials		174.62427639961243	174.9861991405487	172.28414964675903	174.6016664505005	176.6168167591095	184.35715079307556	171.87201023101807	Left
184.36947965621948	15.167569875717163	trials		187.34080004692078	187.65000700950623	186.48207354545593	187.32503032684326	196.8825957775116	199.53704953193665	186.07456254959106	Right
199.54229259490967	15.026585578918457	trials		202.76297736167908	203.0598554611206	201.7551155090332	202.73864698410034	205.4231653213501	214.56887817382812	201.0422067642212	Left
214.57334280014038	14.521466732025146	trials		217.3258547782898	217.59078407287598	216.40036344528198	217.30836486816406	222.532812833786	229.09480953216553	215.76118278503418	Left
229.1039845943451	14.565253257751465	trials		231.63830280303955	231.95475959777832	230.83651065826416	231.62253308296204	240.0735640525818	243.66923785209656	230.3706727027893	Right
243.68054270744324	14.460313558578491	trials		246.7004005908966	247.01014018058777	245.9295744895935	246.69077515602112	255.3645055294037	258.14085626602173	245.12073731422424	Right
258.14904832839966	3.9035699367523193	trials	261.07240438461304			260.3157093524933			262.052618265152		Left
266.2900941371918	12.699361324310303	trials		268.8881869316101	269.1835904121399	268.1049087047577	268.8745472431183	268.8992052078247	278.9894554615021	267.36992263793945	Left
