onset	duration	nwb_table	error_onset_time	reward_start_time	reward_stop_time	movement_start_time	cue_onset_time	target
14.590975999832153	17.417257070541382	trials	18.495487928390503	20.873379945755005	21.075230836868286	28.795453548431396	16.90443778038025	Left
32.027156591415405	11.734343528747559	trials		36.29445123672485	36.732149839401245	35.15215873718262	34.51252746582031	Right
43.9686758518219	10.258636713027954	trials		48.13934588432312	48.54542326927185	46.7113983631134	46.402928590774536	Right
54.43391489982605	1.868718147277832	trials	55.18880772590637			55.16865539550781		Left
59.43283700942993	0.07200789451599121	trials	59.48829698562622			59.47834372520447		Left
180.09661436080933	18.52706813812256	trials	192.12283897399902			188.94307327270508	182.1081600189209	Right
198.82795000076294	13.491937398910522	trials		206.13509130477905	206.5755341053009	201.35026693344116	200.97900533676147	Left
212.5270631313324	0.23793649673461914	trials	212.68209671974182			212.67623925209045		Right
215.012761592865	12.620349407196045	trials		220.6515200138092	221.03814148902893	217.8609561920166	217.43091702461243	Left
227.83926272392273	14.586634159088135	trials		235.07103753089905	235.48415994644165	231.21154046058655	230.29043197631836	Right
242.63131141662598	6.785884141921997	trials	249.23885560035706			245.31263494491577	244.79059958457947	Right
251.66360569000244	59.55149841308594	trials	252.56042504310608			252.49050617218018		Left
343.4966630935669	15.180554151535034	trials		350.22602248191833	350.6889522075653	346.1478810310364	345.8202419281006	Right
358.8840243816376	11.057684421539307	trials		362.7419648170471	363.16336131095886	361.5988121032715	361.06911754608154	Left
370.1484749317169	15.856148481369019	trials	371.14716148376465			371.13409543037415		Right
386.21175813674927	7.573094367980957	trials	388.4166347980499			388.40795135498047		Left
393.9917004108429	0.21794819831848145	trials	394.14726662635803			394.13506054878235		Left
396.65770506858826	0.22130680084228516	trials	396.8661093711853			396.8533298969269		Right
399.49852681159973	0.16257023811340332	trials	399.6354560852051			399.62304520606995		Right
402.1314764022827	22.431252479553223	trials	414.53924345970154			406.8413441181183	404.521861076355	Left
424.7704780101776	10.876723289489746	trials		428.5842227935791	429.02040576934814	427.25855231285095	426.78607869148254	Left
435.85159158706665	11.395522594451904	trials		439.7412762641907	440.20670461654663	438.5649869441986	438.12954115867615	Right
447.4499480724335	27.49923348426819	trials	448.30199813842773			448.28557300567627		Right
514.9395763874054	0.5251891613006592	trials	515.0008933544159			514.9754981994629		Left
526.4220569133759	52.05786633491516	trials	538.7377049922943			529.4136114120483	528.7059864997864	Right
