onset	duration	nwb_table	reward_start_time	reward_stop_time	movement_start_time	cue_onset_time	target
6.9911346435546875	4.086620330810547	trials	10.791403532028198	11.076935768127441	9.892577171325684	9.634037733078003	Left
13.241057395935059	3.8258278369903564	trials	16.77467656135559	17.066066026687622	15.640821695327759	15.415173053741455	Right
19.350077390670776	4.878786563873291	trials	23.93083906173706	24.228044748306274	22.51337718963623	22.288793563842773	Right
27.56825089454651	7.338188886642456	trials	34.633113622665405	34.90562057495117	33.250754594802856	32.99201035499573	Left
38.97532415390015	3.359744071960449	trials	42.040934324264526	42.33416700363159	40.93882369995117	40.69601273536682	Left
46.959288358688354	6.999613285064697	trials	53.5866162776947	53.95808267593384	52.22502398490906	51.992412090301514	Right
56.615567445755005	3.7659852504730225	trials	60.02401280403137	60.380733489990234	58.86484479904175	58.63403511047363	Left
64.0046694278717	4.697046995162964	trials	68.36768770217896	68.70089721679688	67.4750463962555	67.241779088974	Right
74.66160130500793	5.7987072467803955	trials	80.17924094200134	80.45944833755493	78.87597560882568	78.66372084617615	Left
84.66194438934326	6.74349045753479	trials	91.07030010223389	91.40457463264465	90.03098106384277	89.80480003356934	Right
95.02011394500732	6.358753204345703	trials	101.05540609359741	101.37804794311523	99.80825591087341	99.55512309074402	Right
106.92694020271301	7.251517295837402	trials	113.86609673500061	114.17763829231262	112.53993463516235	112.30269432067871	Left
118.89541125297546	6.709575653076172	trials	125.32047867774963	125.60416769981384	124.22619128227234	123.97477889060974	Left
130.20749831199646	4.80649209022522	trials	134.64780807495117	135.0131711959839	133.1663258075714	132.94399499893188	Right
137.22308611869812	6.742958068847656	trials	143.60219645500183	143.96518397331238	142.7401933670044	142.5060658454895	Left
148.76946425437927	5.09186053276062	trials	153.53704452514648	153.8605055809021	152.4792115688324	152.22382593154907	Right
156.11342859268188	4.403036117553711	trials	160.24195075035095	160.5156455039978	158.96592378616333	158.7240960597992	Right
164.12880897521973	5.393367052078247	trials	169.1632845401764	169.52135682106018	167.86472964286804	167.61585664749146	Left
172.70775818824768	5.273272275924683	trials	177.662034034729	177.98017024993896	176.25669622421265	176.02174973487854	Left
183.45693182945251	4.873502731323242	trials	188.0533812046051	188.32961535453796	186.76531195640564	186.48965120315552	Right
191.4721484184265	7.1227803230285645	trials	198.25532937049866	198.59406852722168	197.20114183425903	196.97336316108704	Left
201.09725689888	6.768025636672974	trials	207.5211775302887	207.86442232131958	206.1607322692871	205.91153144836426	Right
211.70638847351074	4.308172702789307	trials	215.740088224411	216.01366019248962	214.66640377044678	214.41101813316345	Left
221.22205185890198	4.3938610553741455	trials	225.3191578388214	225.61509370803833	223.99012875556946	223.7387981414795	Right
229.67447543144226	3.625328779220581	trials	233.02053880691528	233.29808378219604	232.03536891937256	231.7696614265442	Right
238.4718234539032	4.97577977180481	trials	243.16084218025208	243.44678401947021	242.21388792991638	241.9878706932068	Left
245.67463946342468	3.4574334621429443	trials	248.83257341384888	249.13125371932983	247.4853172302246	247.23861503601074	Left
252.7678873538971	3.2566885948181152	trials	255.67653894424438	256.0237157344818	254.56979966163635	254.3173632621765	Right
259.83045625686646	4.0152268409729	trials	263.48961782455444	263.84486389160156	262.5535590648651	262.3007538318634	Right
278.563348531723	4.016373634338379	trials	282.20747780799866	282.5789029598236	281.2391424179077	281.00276231765747	Left
285.40780544281006	4.0135884284973145	trials	289.0519757270813	289.4205746650696	287.7256090641022	287.5042202472687	Right
293.39209723472595	4.135608434677124	trials	297.2535603046417	297.5268454551697	296.03037190437317	295.78559494018555	Left
301.6580710411072	3.400744915008545	trials	304.76943349838257	305.05799674987793	303.50999546051025	303.2850842475891	Left
308.3763711452484	3.9538278579711914	trials	312.05232644081116	312.3293387889862	310.59615755081177	310.3626034259796	Right
316.5502669811249	4.030750513076782	trials	320.2531328201294	320.58015751838684	319.07905530929565	318.8163788318634	Left
324.2819173336029	4.217897176742554	trials	328.20756483078003	328.49895429611206	326.8515021800995	326.5966079235077	Right
332.563374042511	3.833733081817627	trials	336.034775018692	336.3962879180908	334.8253080844879	334.5656626224518	Right
339.92273926734924	3.4244606494903564	trials	343.0500762462616	343.3463807106018	342.00674295425415	341.7528729438782	Left
346.67270135879517	4.0825653076171875	trials	350.44159483909607	350.75440645217896	349.4087884426117	349.1599564552307	Right
355.5165388584137	3.629793405532837	trials	358.86325764656067	359.1444890499115	357.9465317726135	357.67451643943787	Left
363.60908794403076	3.7776999473571777	trials	367.08028411865234	367.38596868515015	365.7351167201996	365.4859161376953	Left
372.7656960487366	3.899228096008301	trials	376.31549429893494	376.6641049385071	374.99174904823303	374.7212083339691	Right
382.18743801116943	3.4734489917755127	trials	385.3779354095459	385.66006779670715	384.2954034805298	384.0513639450073	Left
389.78121733665466	4.22424578666687	trials	393.690767288208	394.00464391708374	392.3437569141388	392.1116364002228	Right
396.07779335975647	3.6580145359039307	trials	399.3781042098999	399.7349886894226	398.3262515068054	398.09622025489807	Left
402.62438917160034	3.73239803314209	trials	406.0020327568054	406.35596799850464	404.7221555709839	404.4855296611786	Right
411.7986509799957	3.4242148399353027	trials	414.87712264060974	415.22204661369324	413.9603967666626	413.6890778541565	Right
419.8581042289734	3.8558106422424316	trials	423.3920102119446	423.7130546569824	422.5422132015228	422.3000166416168	Left
428.217999458313	3.836559295654297	trials	431.6884582042694	432.0537395477295	430.8087193965912	430.55063033103943	Left
437.107834815979	3.6076748371124268	trials	440.3779582977295	440.71473145484924	439.4264986515045	439.1251149177551	Right
444.0482611656189	3.5529112815856934	trials	447.314329624176	447.6003532409668	445.9384832382202	445.67265272140503	Right
