onset	duration	nwb_table	error_onset_time	reward_start_time	reward_stop_time	movement_start_time	movement_stop_time	return_start_time	return_stop_time	cue_onset_time	target
3.3910374641418457	6.276669502258301	trials		8.345190286636353	8.664514541625977	7.281745910644531	7.551795244216919	9.272606611251831	9.667706966400146	7.079608201980591	Right
10.578575372695923	7.24701189994812	trials		16.53252100944519	16.857784271240234	15.210823774337769	15.500165224075317	17.41115403175354	17.825587272644043	15.001354217529297	Right
17.984798669815063	6.222151756286621	trials		22.97217035293579	23.30783748626709	21.89930486679077	22.101811170578003	23.86944007873535	24.206950426101685	21.67316484451294	Left
25.125232696533203	7.3211493492126465	trials		31.171993494033813	31.47472906112671	30.187683820724487	30.411407470703125	32.07176184654236	32.44638204574585	29.92300033569336	Left
33.968783378601074	7.590092897415161	trials		40.22128629684448	40.59365367889404	39.032217502593994	39.31021308898926	41.11527943611145	41.558876276016235	38.78227972984314	Right
42.718740463256836	6.23439884185791	trials		47.75014400482178	48.07204866409302	46.4912383556366	46.698577880859375	48.56446981430054	48.953139305114746	46.2664909362793	Left
50.468536376953125	7.6713573932647705	trials		56.92280840873718	57.25949954986572	55.483187198638916	55.747870683670044	57.72681212425232	58.139893770217896	55.280967712402344	Right
58.6703667640686	6.153011083602905	trials		63.546408891677856	63.86769914627075	62.38633990287781	62.63848948478699	64.37093377113342	64.82337784767151	62.14029312133789	Right
65.54624009132385	5.655019521713257	trials		69.9236352443695	70.26118659973145	69.00670456886292	69.2314932346344	70.74750471115112	71.20125961303711	68.73493504524231	Left
72.9368166923523	5.786664962768555	trials		77.31286025047302	77.62632703781128	76.30163979530334	76.5727128982544	78.18203139305115	78.72348165512085	76.06276106834412	Right
80.62423038482666	7.14579963684082	trials		86.31201791763306	86.61733365058899	85.33553147315979	85.56740617752075	87.40483069419861	87.77003002166748	85.1252429485321	Left
87.79616260528564	7.20314359664917	trials		93.74932980537415	94.08888840675354	92.50758647918701	92.77091836929321	94.5548083782196	94.99930620193481	92.28038144111633	Right
96.20226049423218	5.914992570877075	trials		100.84425735473633	101.18836212158203	99.89623808860779	100.09718775749207	101.74263286590576	102.11725306510925	99.64056587219238	Left
102.51464700698853	6.460907459259033	trials		107.6418559551239	108.00664567947388	106.67814922332764	106.95868420600891	108.47744011878967	108.97555446624756	106.45372939109802	Right
110.60940790176392	6.3620710372924805	trials		115.78105854988098	116.1481420993805	114.82116103172302	115.05246210098267	116.60017657279968	116.9714789390564	114.56229376792908	Left
117.55929589271545	7.2970240116119385	trials		123.60916996002197	123.9809639453888	122.50595331192017	122.7029709815979	124.48718857765198	124.85631990432739	122.23295497894287	Left
125.51417851448059	6.447431802749634	trials		130.7808153629303	131.12733697891235	129.63942408561707	129.9058277606964	131.54766845703125	131.96161031723022	129.38907647132874	Right
133.74726152420044	7.373987674713135	trials		139.81097984313965	140.18400263786316	138.7796070575714	139.06583547592163	140.67081212997437	141.12124919891357	138.56182265281677	Right
141.5607500076294	6.36960768699646	trials		146.67010045051575	147.0226023197174	145.5913369655609	145.7987585067749	147.5486924648285	147.93035769462585	145.3576192855835	Left
149.26385140419006	6.937763929367065	trials		154.92059135437012	155.24028420448303	153.83912444114685	154.07411193847656	155.83006715774536	156.20161533355713	153.6090111732483	Left
157.4512231349945	5.8122239112854	trials		161.99880695343018	162.3485643863678	160.7264256477356	160.9723494052887	162.84422135353088	163.2634470462799	160.5152769088745	Right
164.57535481452942	7.116554260253906	trials		169.7644543647766	170.13555192947388	168.5321729183197	168.7894425392151	171.2643277645111	171.69190907478333	168.3111937046051	Right
172.66860032081604	6.318899154663086	trials		177.7487871646881	178.05627393722534	176.50810885429382	176.72695803642273	178.60423684120178	178.98749947547913	176.2798388004303	Left
180.06020092964172	7.468236923217773	trials		186.27993607521057	186.60016131401062	185.27117323875427	185.55256843566895	187.12141823768616	187.5284378528595	185.06010627746582	Right
189.13816571235657	7.19089674949646	trials		195.13917446136475	195.51010823249817	193.8444287776947	194.0789656639099	195.96091389656067	196.32906246185303	193.62250757217407	Left
198.10664439201355	7.5486414432525635	trials		204.4360294342041	204.7462604045868	203.24716544151306	203.47535371780396	205.27185916900635	205.6552858352661	202.99726843833923	Left
207.7471947669983	6.711787700653076	trials		213.10652422904968	213.50002694129944	211.63900923728943	211.91118836402893	213.9938817024231	214.45898246765137	211.41909503936768	Right
215.6845874786377	7.606804609298706	trials		222.02834939956665	222.42660355567932	220.72221684455872	221.01917695999146	222.84201979637146	223.2913920879364	220.49804282188416	Right
224.6531481742859	6.501089334487915	trials		229.98134779930115	230.32889342308044	228.72276997566223	228.94686198234558	230.771466255188	231.1542375087738	228.4821298122406	Left
232.37136387825012	7.4424729347229	trials		238.62353920936584	239.01519870758057	237.35701513290405	237.57991933822632	239.45527291297913	239.81383681297302	237.10719990730286	Left
240.86970376968384	5.8976664543151855	trials		245.51329803466797	245.86657786369324	244.36842489242554	244.63003659248352	246.34421253204346	246.76737022399902	244.12258315086365	Right
247.93407487869263	6.703718423843384	trials		253.3712282180786	253.70619893074036	252.38343691825867	252.5952410697937	254.2580530643463	254.637793302536	252.12846088409424	Left
255.49643778800964	6.624460697174072	trials		260.8872652053833	261.2141261100769	259.6212327480316	259.88595700263977	261.6868863105774	262.1208984851837	259.41815304756165	Right
263.94943499565125	7.514398574829102	trials		270.2003405094147	270.59679222106934	268.83117055892944	269.0930278301239	271.038955450058	271.46383357048035	268.60675072669983	Right
272.7756595611572	7.257251739501953	trials		278.7634379863739	279.10832118988037	277.6860263347626	277.9063501358032	279.6134810447693	280.0329113006592	277.43358969688416	Left
280.1990041732788	6.250414133071899	trials		285.0272870063782	285.39633655548096	283.6258816719055	283.904000043869	286.0201983451843	286.4494183063507	283.386634349823	Right
287.1678156852722	7.426867246627808	trials		293.1374490261078	293.4880666732788	291.90832138061523	292.132372379303	294.1915955543518	294.5946829319	291.653222322464	Left
295.307345867157	5.9337522983551025	trials		300.04285430908203	300.4302132129669	298.7563006877899	298.9793689250946	300.868239402771	301.2410981655121	298.464706659317	Left
302.07377409935	7.100661754608154	trials		307.980984210968	308.3588812351227	306.85814785957336	307.1160728931427	308.745543718338	309.17443585395813	306.6518323421478	Right
310.55802369117737	7.244349479675293	trials		316.5131161212921	316.846981048584	315.39785718917847	315.6023705005646	317.42435336112976	317.80237317085266	315.167334318161	Left
318.32301568984985	7.366533041000366	trials		324.386447429657	324.7696280479431	323.4914712905884	323.7582437992096	325.2784743309021	325.6895487308502	323.27667713165283	Right
326.15153670310974	5.981429815292358	trials		330.88684034347534	331.2304947376251	329.9519283771515	330.22230529785156	331.7045247554779	332.1329665184021	329.74508023262024	Right
332.71431159973145	6.931906700134277	trials		338.51174902915955	338.8798155784607	337.6699800491333	337.8752717971802	339.27806973457336	339.6462182998657	337.4486322402954	Left
341.2285029888153	7.7363200187683105	trials		347.74708223342896	348.1472203731537	346.33830404281616	346.5993010997772	348.5545675754547	348.9648230075836	346.1218304634094	Right
350.0250315666199	7.577559232711792	trials		356.4487066268921	356.8550708293915	355.24362230300903	355.47099137306213	357.2301414012909	357.60259079933167	354.99577355384827	Left
359.244677066803	6.058475494384766	trials		364.1680691242218	364.56493067741394	363.220582485199	363.4331238269806	364.9701888561249	365.30315256118774	362.96437764167786	Left
367.13410568237305	5.802106857299805	trials		371.6047258377075	372.01293301582336	370.49352192878723	370.7376024723053	372.54463481903076	372.93621253967285	370.2758195400238	Right
373.9006156921387	7.529676675796509	trials		380.15139842033386	380.4826419353485	378.9987840652466	379.2561767101288	381.0147123336792	381.4302923679352	378.7757568359375	Right
381.66511607170105	6.769868850708008	trials		387.1346688270569	387.47566080093384	385.72564482688904	385.95039224624634	388.0854732990265	388.43498492240906	385.4474034309387	Left
389.1035339832306	6.061056137084961	trials		393.85440254211426	394.1835980415344	392.80627703666687	393.01287937164307	394.7415962219238	395.16459012031555	392.57419776916504	Left
397.1502900123596	7.159685134887695	trials		403.0887117385864	403.49593591690063	402.0874855518341	402.37248516082764	403.8695731163025	404.3099751472473	401.8690047264099	Right
405.4938008785248	6.544875621795654	trials		410.32183814048767	410.706698179245	409.2238233089447	409.43370246887207	411.62432503700256	412.03867650032043	408.962539434433	Left
412.3366196155548	7.46196985244751	trials		418.6352844238281	419.02198791503906	417.3826458454132	417.631395816803	419.3595802783966	419.7985894680023	417.13635325431824	Right
420.96242690086365	7.524147272109985	trials		427.21492981910706	427.5521535873413	425.91158270835876	426.1817138195038	428.07681012153625	428.48657417297363	425.69777154922485	Right
430.1949336528778	3.556884527206421	trials	433.2013158798218			433.1907892227173			433.75181818008423		Left
434.5246105194092	7.046594619750977	trials		440.2908773422241	440.61442041397095	439.10578179359436	439.3620684146881	441.1390771865845	441.57120513916016	438.8997938632965	Right
443.0245888233185	6.823075771331787	trials		448.66613245010376	449.0108108520508	447.43893003463745	447.6545844078064	449.5007333755493	449.84766459465027	447.1812915802002	Left
451.80424189567566	5.99601149559021	trials		456.65042424201965	457.0429439544678	455.67938566207886	455.90241289138794	457.451069355011	457.80025339126587	455.4158489704132	Left
459.28996872901917	6.1616127490997314	trials		464.15044617652893	464.5486590862274	462.7142655849457	462.9945549964905	465.00941824913025	465.4515814781189	462.4315187931061	Right
466.27426314353943	6.384107351303101	trials		471.4306354522705	471.84441351890564	470.47966718673706	470.68065786361694	472.2738380432129	472.65837049484253	470.24390149116516	Left
473.8208153247833	5.71514892578125	trials		478.3054437637329	478.63627767562866	477.2897996902466	477.5840563774109	479.10649847984314	479.5359642505646	477.055344581604	Right
481.46145272254944	7.188029527664185	trials		487.4779853820801	487.8403174877167	486.07318019866943	486.3205785751343	488.2522521018982	488.6494822502136	485.8519961833954	Right
489.47511291503906	6.593249320983887	trials		494.9155430793762	495.2874188423157	493.9384422302246	494.1500825881958	495.7058253288269	496.06836223602295	493.7123019695282	Left
496.60084223747253	6.949396371841431	trials		502.29075956344604	502.6535015106201	501.19860219955444	501.4413311481476	503.1604633331299	503.55023860931396	500.9161012172699	Left
503.85039353370667	5.900492906570435	trials		508.52450299263	508.93369340896606	507.33805561065674	507.62682366371155	509.3153586387634	509.7508864402771	507.1033549308777	Right
510.44495368003845	5.676031827926636	trials		514.8535602092743	515.1972556114197	513.9809484481812	514.188779592514	515.7555813789368	516.1209855079651	513.7109811306	Left
518.0378317832947	6.938910722732544	trials		523.6671693325043	524.0233163833618	522.3016858100891	522.5542042255402	524.5306470394135	524.9767425060272	522.0870144367218	Right
525.2098457813263	6.4372735023498535	trials		530.4149196147919	530.8248882293701	529.0853991508484	529.337057352066	531.2326860427856	531.6471192836761	528.8679013252258	Right
533.3038284778595	6.923673629760742	trials		538.775552034378	539.1860530376434	537.6996147632599	537.9172761440277	539.8351051807404	540.2275021076202	537.4644224643707	Left
540.6781849861145	6.634536981582642	trials		546.0862157344818	546.4809472560883	545.1762483119965	545.4183628559113	546.8794059753418	547.3127219676971	544.963338136673	Right
547.5846552848816	5.913559198379517	trials		552.3993804454803	552.7649483680725	551.2586445808411	551.4684414863586	553.1509554386139	553.4982144832611	551.0245990753174	Left
555.5845940113068	6.721249103546143	trials		561.072660446167	561.4054605960846	560.2119269371033	560.4419584274292	561.9648921489716	562.3058431148529	559.928893327713	Left
562.7570176124573	7.334830045700073	trials		568.8201215267181	569.2236595153809	567.7198541164398	567.9963750839233	569.6735641956329	570.0918476581573	567.4913792610168	Right
570.5537946224213	6.729850769042969	trials		576.0703692436218	576.4394187927246	574.9319269657135	575.16175365448	576.8800666332245	577.2836453914642	574.6171493530273	Left
578.303590297699	6.181601285934448	trials		583.1943781375885	583.6101632118225	581.8864843845367	582.1774642467499	584.0336894989014	584.4851915836334	581.6481792926788	Right
584.740905046463	6.6087729930877686	trials		590.3826534748077	590.741872549057	589.007093667984	589.2189798355103	590.9667429924011	591.3496780395508	588.7565004825592	Left
593.1471257209778	7.454761028289795	trials		599.3512141704559	599.7407026290894	598.2766695022583	598.5545420646667	600.2089984416962	600.6018867492676	598.0692889690399	Right
602.7563416957855	7.512023210525513	trials		608.9140224456787	609.2903628349304	607.9083316326141	608.177029132843	609.8423807621002	610.268364906311	607.6947250366211	Right
611.1145164966583	6.006128549575806	trials		615.8969650268555	616.2443468570709	615.0383205413818	615.2576205730438	616.7735910415649	617.1206450462341	614.8039474487305	Left
617.6935527324677	5.531238317489624	trials		622.0226149559021	622.3721675872803	621.1479961872101	621.3446860313416	622.8792114257812	623.2247910499573	620.897075176239	Left
624.6135807037354	7.266672849655151	trials		630.600622177124	630.9765119552612	629.3216869831085	629.5948083400726	631.4919526576996	631.8802535533905	629.1006667613983	Right
633.4735155105591	6.305341482162476	trials		638.6932122707367	639.0838885307312	637.2855808734894	637.496279001236	639.4338099956512	639.7788569927216	637.0536243915558	Left
641.2389581203461	6.995599269866943	trials		647.0057165622711	647.398154258728	645.7549619674683	646.0298445224762	647.8339686393738	648.234557390213	645.5378329753876	Right
648.9431245326996	7.111475229263306	trials		655.130419254303	655.542558670044	653.9722752571106	654.1979238986969	655.7464985847473	656.0545997619629	653.7242624759674	Left
657.4593229293823	7.160053730010986	trials		663.3501491546631	663.6733236312866	662.0944793224335	662.3875482082367	664.183111667633	664.6193766593933	661.8501119613647	Right
666.2083787918091	5.550653457641602	trials		670.6642124652863	671.0374400615692	669.6082637310028	669.8530406951904	671.3763020038605	671.7590322494507	669.3810994625092	Left
672.5043814182281	6.005063772201538	trials		677.2570931911469	677.6769330501556	675.8612992763519	676.1387212276459	678.0711731910706	678.5094451904297	675.6162765026093	Right
679.380049943924	7.36264181137085	trials		685.755392074585	686.142627954483	684.490669965744	684.7401983737946	686.3791308403015	686.7426917552948	684.2403635978699	Left
688.0362496376038	5.516533613204956	trials		692.3172659873962	692.6854963302612	691.4482176303864	691.7178981304169	693.1205325126648	693.5527832508087	691.239239692688	Right
