onset	duration	nwb_table	error_onset_time	reward_start_time	reward_stop_time	movement_start_time	movement_stop_time	return_start_time	return_stop_time	cue_onset_time	target
20.839751720428467	11.886182308197021	trials		24.952831983566284	25.311354875564575	24.636743783950806	24.93157386779785	31.571394443511963	32.72593402862549	24.390451192855835	Right
32.73224186897278	10.778624057769775	trials		36.23424005508423	36.52206587791443	35.990609884262085	36.220231771469116	42.92698121070862	43.510865926742554	35.686973333358765	Left
43.52778244018555	16.028876781463623	trials		47.39121150970459	47.728885650634766	47.055134773254395	47.37556481361389	55.720468521118164	59.55665922164917	46.76780033111572	Right
59.57464075088501	12.342845439910889	trials		63.37593340873718	63.72855806350708	63.08171772956848	63.353692054748535	71.11716866493225	71.9174861907959	62.794792890548706	Left
71.93337845802307	13.409362077713013	trials		76.0783257484436	76.43533301353455	75.72799491882324	76.05370879173279	83.94092535972595	85.34274053573608	75.43640065193176	Right
85.3555200099945	11.662704706192017	trials		89.37549829483032	89.65873670578003	89.11388683319092	89.35514116287231	96.33374214172363	97.01822471618652	88.8250777721405	Left
97.02764534950256	9.837936639785767	trials		100.10898423194885	100.39189505577087	99.7731122970581	100.09423875808716	106.00701951980591	106.86558198928833	99.43429112434387	Right
106.8701286315918	13.410549879074097	trials		111.28012800216675	111.56553721427917	111.00909566879272	111.2637848854065	119.50706696510315	120.2806785106659	110.74727940559387	Left
120.29165577888489	10.385366916656494	trials		123.2181248664856	123.56243467330933	122.97822213172913	123.20255994796753	129.37650179862976	130.67702269554138	122.70088195800781	Left
130.68238854408264	10.842972040176392	trials		134.13974022865295	134.47630858421326	133.7707314491272	134.1179084777832	140.61076474189758	141.52536058425903	133.49822473526	Right
141.54149889945984	17.97672963142395	trials		146.10825204849243	146.38518261909485	145.78978824615479	146.0866253376007	150.8861951828003	159.5182285308838	145.50028276443481	Right
159.5254783630371	6.4132301807403564	trials	162.0908441543579			161.32489204406738			165.93870854377747		Left
165.9481291770935	12.661473274230957	trials		169.91879177093506	170.2724404335022	169.67262196540833	169.90908408164978	178.10538506507874	178.60960245132446	169.43411207199097	Left
178.61840891838074	13.676584959030151	trials		183.01165556907654	183.3650176525116	182.69220852851868	183.00063753128052	191.10203385353088	192.2949938774109	182.41785860061646	Right
192.30646276474	11.604418516159058	trials		195.48233723640442	195.80710911750793	195.2126157283783	195.4645607471466	202.69690871238708	203.91088128089905	194.93355512619019	Left
203.91514110565186	16.61857795715332	trials		208.4042751789093	208.71995401382446	208.03018760681152	208.37945342063904	215.86644983291626	220.53371906280518	207.79290628433228	Right
220.53928971290588	15.217991590499878	trials		223.6837887763977	224.03022837638855	220.77927422523499	223.66183423995972	231.6491162776947	235.75728130340576	223.1541759967804	Left
235.77460741996765	9.938616275787354	trials		239.16912651062012	239.4479820728302	238.7880346775055	239.14881014823914	244.38075399398804	245.713223695755	238.5112268924713	Right
245.7280511856079	16.303022146224976	trials		249.1675033569336	249.4291558265686	248.84297728538513	249.15300345420837	256.6334054470062	262.0310733318329	248.55654406547546	Right
