onset	duration	nwb_table	error_onset_time	reward_start_time	reward_stop_time	movement_start_time	cue_onset_time	target
7.2664268016815186	3.998269557952881	trials		10.910187482833862	11.263877153396606	9.658408880233765	9.346293687820435	Right
12.22033405303955	4.997365713119507	trials		16.925081491470337	17.21589756011963	15.474360227584839	15.222661018371582	Right
18.595717191696167	4.427571058273315	trials		22.67656183242798	23.020462036132812	21.319311380386353	21.064785957336426	Left
23.984742403030396	4.236124038696289	trials		27.908628463745117	28.19567608833313	26.7266047000885	26.471587896347046	Left
29.078036546707153	5.088870286941528	trials		33.81514239311218	34.16387581825256	32.404234170913696	32.1270170211792	Right
35.62582015991211	3.638394832611084	trials		38.92584443092346	39.2633957862854	37.51677942276001	37.237104654312134	Right
40.34420728683472	4.344709157943726	trials		44.40895485877991	44.68809723854065	43.002798080444336	42.75363850593567	Left
45.51700472831726	4.085882902145386	trials		49.238056898117065	49.60206842422485	48.27201533317566	48.001638412475586	Right
50.65715718269348	4.008468389511108	trials		54.30042624473572	54.66460156440735	53.00506615638733	52.768030643463135	Left
55.501373529434204	3.777085304260254	trials		58.86099457740784	59.2122266292572	57.524510622024536	57.267773389816284	Right
60.17245173454285	3.3953793048858643	trials		63.20439291000366	63.564677238464355	62.03924489021301	61.78373622894287	Left
64.51687431335449	4.581335067749023	trials		68.73554944992065	69.09583353996277	67.53791999816895	67.29805827140808	Left
70.01661443710327	4.769914865493774	trials		74.4231321811676	74.78525948524475	73.32126712799072	73.04892420768738	Right
75.64173316955566	4.767293453216553	trials		80.12693500518799	80.40820741653442	79.29737210273743	79.04948234558105	Left
81.34373378753662	3.46443772315979	trials		84.51727366447449	84.80555009841919	83.6308171749115	83.36125946044922	Right
85.82713341712952	4.502077579498291	trials		90.04855298995972	90.32798218727112	88.64329719543457	88.40761351585388	Left
91.29758715629578	4.529725551605225	trials		95.53186821937561	95.82489609718323	94.36999678611755	94.09454083442688	Right
97.2661964893341	4.471562147140503	trials		101.39222025871277	101.73493242263794	99.96451830863953	99.68910336494446	Left
103.17103099822998	4.4275712966918945	trials		107.28251385688782	107.59028744697571	106.29541897773743	106.03311109542847	Right
108.59331583976746	5.0939085483551025	trials		113.31305480003357	113.68493056297302	112.10244107246399	111.84414720535278	Left
115.17206525802612	3.1611289978027344	trials		118.03250694274902	118.33233404159546	117.10734343528748	116.84405255317688	Right
119.57694458961487	4.657561540603638	trials		123.90838265419006	124.2315981388092	122.60999178886414	122.36099576950073	Right
125.70243072509766	3.3718271255493164	trials		128.79904770851135	129.07335686683655	127.90538239479065	127.64106750488281	Left
130.40631818771362	5.014405012130737	trials		135.09558272361755	135.41990399360657	134.00428533554077	133.7500057220459	Right
136.71677947044373	3.5520923137664795	trials		139.93852925300598	140.26551294326782	138.98264575004578	138.73647618293762	Left
141.0769715309143	4.259962797164917	trials		145.01756930351257	145.3250560760498	143.96973061561584	143.7040638923645	Right
146.60792326927185	3.1352012157440186	trials		149.42248964309692	149.74201846122742	148.46038007736206	148.21900296211243	Left
151.17045760154724	3.437772750854492	trials		154.2863256931305	154.60622334480286	153.10053372383118	152.85915637016296	Right
156.1092505455017	4.36482048034668	trials		160.1887845993042	160.473210811615	158.86491656303406	158.59441661834717	Left
161.70160126686096	3.8114099502563477	trials		165.1713638305664	165.51022601127625	163.97447156906128	163.73489665985107	Left
166.43502068519592	4.350443601608276	trials		170.4882996082306	170.7846040725708	169.5388467311859	169.2822732925415	Right
171.73184514045715	4.043120622634888	trials		175.4991819858551	175.77381896972656	174.6060492992401	174.34292221069336	Right
177.06119179725647	4.682997703552246	trials		181.37423872947693	181.74337029457092	180.3039538860321	180.0627405643463	Left
182.84290051460266	3.502366781234741	trials		185.9853925704956	186.3439154624939	185.00444149971008	184.7814552783966	Right
187.60765433311462	4.916633605957031	trials		192.2205696105957	192.52346873283386	191.094988822937	190.84378123283386	Left
193.6552345752716	5.16210675239563	trials		198.45312523841858	198.81431031227112	197.14617347717285	196.89054203033447	Left
199.67074298858643	4.13884425163269	trials		203.45274376869202	203.80639243125916	202.41977334022522	202.18740725517273	Right
204.71746563911438	4.670586824417114	trials		209.06119179725647	209.38543105125427	208.0994508266449	207.8269031047821	Left
210.2339584827423	4.1349937915802	trials		214.0154266357422	214.36784648895264	212.67980289459229	212.3898470401764	Right
215.45000958442688	3.3658061027526855	trials		218.46740984916687	218.81499648094177	217.30357241630554	217.0302872657776	Right
220.27866101264954	3.671818256378174	trials		223.65728759765625	223.94966006278992	222.29069828987122	222.0141773223877	Left
224.48316407203674	4.426219701766968	trials		228.5939507484436	228.90856456756592	227.22859001159668	226.99962377548218	Right
229.81017589569092	2.465136766433716	trials	232.26404857635498			232.250572681427		Left
244.4668927192688	3.8803048133850098	trials		247.98244857788086	248.34473991394043	246.56441354751587	246.34286069869995	Right
249.66987776756287	4.372971534729004	trials		253.74969863891602	254.04194808006287	252.39007234573364	252.16995334625244	Left
254.79331851005554	3.378298759460449	trials		257.8436915874481	258.1707570552826	256.71516156196594	256.46657538414	Right
259.2802815437317	4.150026321411133	trials		263.10742020606995	263.4294476509094	261.89033460617065	261.65411829948425	Left
264.3102104663849	5.109227657318115	trials		269.1247718334198	269.4186189174652	267.8610739707947	267.62260484695435	Right
270.3101541996002	5.193891763687134	trials		275.20176124572754	275.50146555900574	273.7958092689514	273.56016635894775	Left
276.63814663887024	4.712161302566528	trials		280.9997720718384	281.3490791320801	279.6625509262085	279.4052402973175	Left
282.19891715049744	3.5434906482696533	trials		285.4672794342041	285.7415885925293	284.16241669654846	283.93594884872437	Right
287.10526967048645	3.6477746963500977	trials		290.4672255516052	290.7503001689911	289.33066749572754	289.09248518943787	Right
291.70044922828674	3.4598093032836914	trials		294.79579639434814	295.15935754776	293.5048191547394	293.24857354164124	Left
295.7472152709961	3.324928045272827	trials		298.77936124801636	299.0694398880005	297.69981956481934	297.2635135650635	Right
300.04215812683105	4.195041179656982	trials		303.9046859741211	304.23638010025024	302.54948353767395	302.3108506202698	Left
305.27729654312134	3.9734888076782227	trials		308.92048382759094	309.24996614456177	307.7253119945526	307.4970829486847	Right
310.62196230888367	4.851548194885254	trials		315.1237120628357	315.4725272655487	313.8473575115204	313.59074306488037	Left
316.7780044078827	3.2128615379333496	trials		319.7027943134308	319.99000573158264	318.6436915397644	318.4041574001312	Left
320.88752126693726	3.7371904850006104	trials		324.2946560382843	324.6217625141144	323.1986892223358	322.98205184936523	Right
325.41880321502686	4.986019849777222	trials		330.06170105934143	330.40388107299805	328.6379725933075	328.3885669708252	Left
331.71402740478516	4.123197555541992	trials		335.4973797798157	335.83640575408936	334.39084553718567	334.1539328098297	Right
336.6989004611969	3.5827713012695312	trials		339.9847116470337	340.28048372268677	338.57957887649536	338.3413145542145	Right
341.1992576122284	3.9229440689086914	trials		344.81041407585144	345.1214232444763	343.40249609947205	343.15362310409546	Left
346.5577676296234	3.9856128692626953	trials		350.21504521369934	350.54034948349	349.21181178092957	348.9651098251343	Right
351.49529099464417	5.0129714012146	trials		356.1366322040558	356.5070335865021	355.1119360923767	354.8712549209595	Left
357.29305601119995	3.649249315261841	trials		360.6074571609497	360.9414451122284	359.35920119285583	359.122083902359	Right
361.94746375083923	4.250582933425903	trials		365.92037892341614	366.19722747802734	364.8601293563843	364.62284803390503	Left
367.1826021671295	4.113408088684082	trials		370.9332685470581	371.29285621643066	369.83537673950195	369.5755264759064	Left
372.7129805088043	4.214620113372803	trials		376.55814146995544	376.9266176223755	375.1529266834259	374.9191269874573	Right
377.88647413253784	5.144453287124634	trials		382.7457637786865	383.0284698009491	381.3336269855499	381.07500553131104	Left
383.8550834655762	5.275279521942139	trials		388.7623372077942	389.12745475769043	387.3333249092102	387.1060378551483	Right
390.4955186843872	3.4754559993743896	trials		393.6530022621155	393.96823048591614	392.7357850074768	392.4965784549713	Right
394.87037444114685	3.2037272453308105	trials		397.7940583229065	398.0716440677643	396.8833944797516	396.6371431350708	Left
