session_id	original_session_id
ses-post+MPTP+G+150303+1	ses-post-MPTP-G-150303-1
ses-post+MPTP+G+150311+1	ses-post-MPTP-G-150311-1
ses-post+MPTP+G+150311+4	ses-post-MPTP-G-150311-4
ses-post+MPTP+G+150318+1	ses-post-MPTP-G-150318-1
ses-post+MPTP+G+150323+1	ses-post-MPTP-G-150323-1
ses-post+MPTP+G+150324+2	ses-post-MPTP-G-150324-2
ses-post+MPTP+G+150325+3	ses-post-MPTP-G-150325-3
ses-post+MPTP+G+161114+1	ses-post-MPTP-G-161114-1
ses-post+MPTP+G+161114+2	ses-post-MPTP-G-161114-2
ses-post+MPTP+G+161117+2	ses-post-MPTP-G-161117-2
ses-post+MPTP+G+161117+3	ses-post-MPTP-G-161117-3
ses-post+MPTP+G+161118+1	ses-post-MPTP-G-161118-1
ses-post+MPTP+G+161118+2	ses-post-MPTP-G-161118-2
ses-post+MPTP+G+161118+3	ses-post-MPTP-G-161118-3
ses-post+MPTP+G+161121+1	ses-post-MPTP-G-161121-1
ses-post+MPTP+G+161121+2	ses-post-MPTP-G-161121-2
ses-post+MPTP+G+161122+1	ses-post-MPTP-G-161122-1
ses-post+MPTP+G+161122+2	ses-post-MPTP-G-161122-2
ses-post+MPTP+G+161122+3	ses-post-MPTP-G-161122-3
ses-post+MPTP+G+161123+1	ses-post-MPTP-G-161123-1
ses-post+MPTP+G+161123+2	ses-post-MPTP-G-161123-2
ses-post+MPTP+G+161128+1	ses-post-MPTP-G-161128-1
ses-post+MPTP+G+161128+2	ses-post-MPTP-G-161128-2
ses-post+MPTP+G+161129+1	ses-post-MPTP-G-161129-1
ses-post+MPTP+G+161129+4	ses-post-MPTP-G-161129-4
ses-post+MPTP+G+161219+1	ses-post-MPTP-G-161219-1
ses-post+MPTP+G+161219+2	ses-post-MPTP-G-161219-2
ses-post+MPTP+G+161219+3	ses-post-MPTP-G-161219-3
ses-post+MPTP+G+161220+4	ses-post-MPTP-G-161220-4
ses-post+MPTP+G+161220+5	ses-post-MPTP-G-161220-5
ses-post+MPTP+G+161222+4	ses-post-MPTP-G-161222-4
ses-post+MPTP+G+161223+2	ses-post-MPTP-G-161223-2
ses-post+MPTP+G+161223+4	ses-post-MPTP-G-161223-4
ses-post+MPTP+G+161227+3	ses-post-MPTP-G-161227-3
ses-post+MPTP+G+161227+4	ses-post-MPTP-G-161227-4
ses-post+MPTP+G+161228+1	ses-post-MPTP-G-161228-1
ses-post+MPTP+G+161228+3	ses-post-MPTP-G-161228-3
ses-post+MPTP+G+170104+1	ses-post-MPTP-G-170104-1
ses-post+MPTP+G+170104+2	ses-post-MPTP-G-170104-2
ses-post+MPTP+G+170105+1	ses-post-MPTP-G-170105-1
ses-post+MPTP+G+170105+2	ses-post-MPTP-G-170105-2
ses-post+MPTP+G+170106+2	ses-post-MPTP-G-170106-2
ses-post+MPTP+G+170106+4	ses-post-MPTP-G-170106-4
ses-post+MPTP+G+170109+2	ses-post-MPTP-G-170109-2
ses-post+MPTP+G+170109+5	ses-post-MPTP-G-170109-5
ses-post+MPTP+G+170111+1	ses-post-MPTP-G-170111-1
ses-post+MPTP+G+170112+1	ses-post-MPTP-G-170112-1
ses-post+MPTP+G+170112+2	ses-post-MPTP-G-170112-2
ses-post+MPTP+G+170113+1	ses-post-MPTP-G-170113-1
ses-post+MPTP+G+170113+3	ses-post-MPTP-G-170113-3
ses-post+MPTP+G+170113+4	ses-post-MPTP-G-170113-4
ses-post+MPTP+G+170123+3	ses-post-MPTP-G-170123-3
ses-post+MPTP+G+170124+1	ses-post-MPTP-G-170124-1
ses-post+MPTP+G+170126+1	ses-post-MPTP-G-170126-1
ses-post+MPTP+G+170126+2	ses-post-MPTP-G-170126-2
ses-post+MPTP+G+170126+3	ses-post-MPTP-G-170126-3
ses-post+MPTP+G+170127+1	ses-post-MPTP-G-170127-1
ses-post+MPTP+G+170127+2	ses-post-MPTP-G-170127-2
ses-post+MPTP+G+170127+3	ses-post-MPTP-G-170127-3
ses-post+MPTP+G+170131+1	ses-post-MPTP-G-170131-1
ses-post+MPTP+G+170201+1	ses-post-MPTP-G-170201-1
ses-post+MPTP+G+170201+2	ses-post-MPTP-G-170201-2
ses-post+MPTP+G+170201+3	ses-post-MPTP-G-170201-3
ses-post+MPTP+G+170202+3	ses-post-MPTP-G-170202-3
ses-post+MPTP+G+170202+5	ses-post-MPTP-G-170202-5
ses-post+MPTP+G+170203+1	ses-post-MPTP-G-170203-1
ses-post+MPTP+G+170203+2	ses-post-MPTP-G-170203-2
ses-post+MPTP+G+170203+4	ses-post-MPTP-G-170203-4
ses-post+MPTP+G+170206+1	ses-post-MPTP-G-170206-1
ses-post+MPTP+G+170206+2	ses-post-MPTP-G-170206-2
ses-post+MPTP+G+170207+1	ses-post-MPTP-G-170207-1
ses-post+MPTP+G+170207+3	ses-post-MPTP-G-170207-3
ses-post+MPTP+G+170208+1	ses-post-MPTP-G-170208-1
ses-post+MPTP+G+170208+2	ses-post-MPTP-G-170208-2
ses-post+MPTP+G+170208+3	ses-post-MPTP-G-170208-3
ses-post+MPTP+G+170215+1	ses-post-MPTP-G-170215-1
ses-post+MPTP+G+170215+2	ses-post-MPTP-G-170215-2
ses-post+MPTP+G+170217+3	ses-post-MPTP-G-170217-3
ses-post+MPTP+G+170222+1	ses-post-MPTP-G-170222-1
ses-post+MPTP+G+170222+2	ses-post-MPTP-G-170222-2
ses-post+MPTP+G+170224+2	ses-post-MPTP-G-170224-2
ses-post+MPTP+G+170224+4	ses-post-MPTP-G-170224-4
ses-post+MPTP+G+170224+5	ses-post-MPTP-G-170224-5
ses-post+MPTP+G+170227+1	ses-post-MPTP-G-170227-1
ses-post+MPTP+G+170227+2	ses-post-MPTP-G-170227-2
ses-post+MPTP+G+170227+3	ses-post-MPTP-G-170227-3
ses-post+MPTP+G+170301+1	ses-post-MPTP-G-170301-1
ses-post+MPTP+G+170301+2	ses-post-MPTP-G-170301-2
ses-post+MPTP+G+170301+5	ses-post-MPTP-G-170301-5
ses-post+MPTP+G+170302+1	ses-post-MPTP-G-170302-1
ses-post+MPTP+G+170302+2	ses-post-MPTP-G-170302-2
