onset	duration	nwb_table	error_onset_time	reward_start_time	reward_stop_time	movement_start_time	cue_onset_time	target
12.958801984786987	12.929843187332153	trials		18.027601957321167	18.42057204246521	15.560745000839233	15.32342267036438	Left
26.076733350753784	21.755535364151	trials		37.76073718070984	38.18971133232117	28.56493067741394	28.244500398635864	Right
48.019619941711426	7.95664381980896	trials	49.244078159332275			49.23006987571716		Left
56.16201734542847	7.824793577194214	trials	57.32298755645752			57.31938314437866		Right
64.17260551452637	11.378892660140991	trials		69.21236491203308	69.66562819480896	66.94981622695923	66.29122042655945	Right
75.73962759971619	16.68100094795227	trials	88.21436405181885			79.51167488098145	78.19591689109802	Left
92.60666871070862	0.6682214736938477	trials	93.16614151000977			93.14775037765503		Left
95.61722874641418	19.176734685897827	trials		105.18138885498047	105.56526589393616	98.5174834728241	97.99270391464233	Right
114.9810688495636	3.746938943862915	trials	116.30526471138			116.29727745056152		Left
118.91560459136963	0.040918827056884766	trials	118.93059587478638			118.92129802703857		Right
121.30312180519104	16.546570301055908	trials	133.52615928649902			124.10130429267883	123.50832629203796	Left
138.03626489639282	0.4032104015350342	trials	138.38340091705322			138.38008308410645		Right
146.79883766174316	2.8673229217529297	trials	147.0851891040802			147.08260869979858		Right
149.8503577709198	19.257344007492065	trials		161.4621081352234	161.87371516227722	154.93459963798523	151.92948746681213	Left
169.29443836212158	3.932241916656494	trials	170.77219319343567			170.7646565437317		Left
173.44212985038757	20.50822162628174	trials	185.79214334487915			176.4461772441864	175.77336835861206	Right
194.13659644126892	16.79519748687744	trials		202.6796646118164	203.1199436187744	196.67705845832825	196.25721859931946	Right
211.11869430541992	12.38368272781372	trials		215.86587643623352	216.24860668182373	213.56068873405457	213.17918729782104	Left
223.68894982337952	1.3895270824432373	trials	224.71016454696655			224.6941900253296		Left
227.3937816619873	13.827686548233032	trials		232.50776052474976	232.9084312915802	230.10074615478516	229.7559449672699	Right
241.41029381752014	9.143091201782227	trials	243.27139329910278			243.26565885543823		Right
250.74012160301208	11.593359470367432	trials		255.35131645202637	255.76833033561707	253.7445375919342	253.17675018310547	Left
262.5192346572876	11.547770738601685	trials		268.4440577030182	268.9223475456238	265.7818214893341	265.02217721939087	Right
274.2533323764801	7.6401050090789795	trials	276.10005497932434			276.08961033821106		Left
282.079313993454	5.237964630126953	trials	283.99009799957275			283.9721574783325		Left
287.50495743751526	13.187809228897095	trials	293.16132855415344			291.65899777412415	289.817804813385	Right
300.88028168678284	3.575644016265869	trials	301.9744870662689			301.955317735672		Right
304.64122891426086	5.257994174957275	trials	305.97292041778564			305.95727348327637		Left
310.086492061615	0.24076294898986816	trials	310.1915955543518			310.18917894363403		Right
312.5337293148041	5.31877875328064	trials	314.0988926887512			314.08644104003906		Left
318.12825083732605	0.11132931709289551	trials	318.1767885684967			318.17437195777893		Left
322.0806040763855	0.8177664279937744	trials	322.0979301929474			322.0857651233673		Right
324.6585855484009	4.731412649154663	trials	325.5506534576416			325.53512954711914		Right
329.57632517814636	12.020244359970093	trials		341.12970757484436	341.59575033187866	332.387246131897	331.7535948753357	Left
