onset	duration	nwb_table	reward_start_time	reward_stop_time	movement_start_time	cue_onset_time	target
6.690652132034302	3.4206106662750244	trials	9.801687002182007	10.110443592071533	8.946810960769653	8.707440614700317	Left
13.768785953521729	3.5699098110198975	trials	17.006796836853027	17.337835550308228	16.05148673057556	15.802327156066895	Right
19.39382266998291	3.1118130683898926	trials	22.240952253341675	22.504734754562378	21.27056884765625	21.035909175872803	Left
25.70579957962036	3.173703670501709	trials	28.520857572555542	28.87864327430725	27.626209259033203	27.38040828704834	Right
31.783936023712158	3.5241575241088867	trials	34.97390079498291	35.30727434158325	33.98168587684631	33.77065992355347	Left
38.752296924591064	3.726663827896118	trials	42.178027629852295	42.477527141571045	40.75663352012634	40.48785400390625	Right
45.550100564956665	3.533127546310425	trials	48.816906213760376	49.0824089050293	47.94425344467163	47.69222664833069	Right
51.59682059288025	4.056678295135498	trials	55.34916615486145	55.65259766578674	54.33597946166992	54.05155324935913	Left
59.31479048728943	3.5640933513641357	trials	62.53715467453003	62.877573013305664	61.178101778030396	60.89457654953003	Right
66.72117757797241	4.20249605178833	trials	70.56670713424683	70.92285442352295	69.37096190452576	69.0672435760498	Left
74.04900360107422	4.312063932418823	trials	78.0201165676117	78.36020731925964	76.79553532600403	76.53498888015747	Right
82.23690748214722	3.4686975479125977	trials	85.44178175926208	85.70478582382202	84.22277116775513	84.0037989616394	Left
88.29898762702942	3.3099365234375	trials	91.27079939842224	91.60802292823792	90.0967218875885	89.86402821540833	Left
94.68964862823486	3.968860149383545	trials	98.33267211914062	98.65768957138062	97.44867324829102	97.16039681434631	Right
101.45427465438843	3.3721139430999756	trials	104.50489354133606	104.82556939125061	103.48589062690735	103.25331974029541	Right
107.98575615882874	3.570974826812744	trials	111.25387263298035	111.55591177940369	110.07205367088318	109.8152346611023	Left
115.42323207855225	3.4595634937286377	trials	118.5975091457367	118.88193535804749	117.5718297958374	117.30137085914612	Left
121.89212679862976	3.5276389122009277	trials	125.11346697807312	125.4189465045929	123.95945978164673	123.6592230796814	Right
128.2353971004486	3.470376968383789	trials	131.3480293750763	131.7049548625946	130.31243777275085	130.08310270309448	Left
134.01722884178162	4.034191370010376	trials	137.75446009635925	138.0505599975586	136.75474953651428	136.47192072868347	Right
141.20382475852966	4.302520275115967	trials	145.22245121002197	145.50552582740784	143.80871677398682	143.53473544120789	Left
148.8313958644867	3.4004173278808594	trials	151.9416115283966	152.23095297813416	150.58194422721863	150.37755393981934	Right
155.21898484230042	3.175792694091797	trials	158.03428864479065	158.39395833015442	157.14938879013062	156.86258697509766	Left
160.67239928245544	4.109025239944458	trials	164.4719717502594	164.78056454658508	163.1021876335144	162.86240768432617	Right
166.95336961746216	3.845529556274414	trials	170.5343794822693	170.79807996749878	169.119211435318	168.8614912033081	Right
173.93762302398682	3.365027904510498	trials	177.03346180915833	177.30183172225952	176.16154623031616	175.92315912246704	Left
180.5156762599945	3.679436683654785	trials	183.90806531906128	184.1942527294159	182.50665974617004	182.23632383346558	Right
187.14058756828308	3.4294168949127197	trials	190.22188544273376	190.5691442489624	188.9160807132721	188.6570906639099	Left
192.82792448997498	4.162846803665161	trials	196.64252924919128	196.98991107940674	195.3475787639618	195.1110348701477	Right
200.8436737060547	4.276797294616699	trials	204.7834930419922	205.1196517944336	203.54494452476501	203.3138072490692	Left
207.42148089408875	4.170629262924194	trials	211.3159167766571	211.59124994277954	210.2856090068817	209.8799819946289	Right
214.43702793121338	3.7808945178985596	trials	217.90892028808594	218.21710324287415	216.50636792182922	216.25110530853271	Left
220.4216115474701	3.6263115406036377	trials	223.75182342529297	224.0470631122589	222.49877500534058	222.2516224384308	Right
226.24968695640564	3.8284084796905518	trials	229.79809284210205	230.0772352218628	228.96152567863464	228.72039413452148	Left
233.7804696559906	4.011417627334595	trials	237.50160384178162	237.79094529151917	236.15881204605103	235.8446080684662	Left
241.15535879135132	3.982008218765259	trials	244.8453631401062	245.13654780387878	243.48381185531616	243.23452925682068	Right
247.45238518714905	3.6116480827331543	trials	250.70493698120117	251.0631730556488	249.3809459209442	249.07870197296143	Left
254.59228682518005	3.821240186691284	trials	258.14183926582336	258.41266679763794	256.8872344493866	256.6565477848053	Right
262.2017946243286	3.7008588314056396	trials	265.595822095871	265.90179324150085	264.5651454925537	264.31262731552124	Right
268.01455092430115	3.083264112472534	trials	270.78320121765137	271.0969958305359	269.868195772171	269.61100792884827	Left
274.7951922416687	3.512483835220337	trials	277.98478841781616	278.30685687065125	276.6433894634247	276.3899290561676	Left
281.2954623699188	3.289456605911255	trials	284.234956741333	284.5840587615967	283.1122841835022	282.85931515693665	Right
288.21688318252563	4.046643257141113	trials	291.96890115737915	292.26266622543335	290.9176218509674	290.6884915828705	Left
295.2012186050415	3.521167278289795	trials	298.37713408470154	298.7215256690979	297.3833215236664	297.1247410774231	Right
302.3883059024811	4.161085367202759	trials	306.21962237358093	306.548531293869	304.8645017147064	304.6413106918335	Left
308.6852915287018	4.060241937637329	trials	312.39053320884705	312.7447142601013	311.20445442199707	310.96770548820496	Right
315.5288064479828	3.4861464500427246	trials	318.68874740600586	319.0141336917877	317.6322662830353	317.3753650188446	Left
322.9663231372833	3.82889986038208	trials	326.51612162590027	326.79329800605774	325.167062997818	324.9210982322693	Right
330.02962946891785	3.9011123180389404	trials	333.5772159099579	333.9298815727234	332.6600396633148	332.389785528183	Right
336.8567192554474	3.6412622928619385	trials	340.2185523509979	340.49716234207153	339.0203495025635	338.7643084526062	Left
343.62212347984314	4.168745040893555	trials	347.48370933532715	347.7900083065033	346.39585280418396	346.09315848350525	Left
351.7629644870758	3.973980188369751	trials	355.45374727249146	355.73612546920776	354.56348156929016	354.2327296733856	Right
358.0907518863678	3.7984256744384766	trials	361.56317687034607	361.8883583545685	360.63862776756287	360.342937707901	Left
364.9343898296356	3.710566282272339	trials	368.37355518341064	368.64413690567017	367.4182860851288	367.17084670066833	Right
372.6217215061188	3.778928756713867	trials	376.0939416885376	376.39983105659485	374.8880383968353	374.65407490730286	Left
379.7155840396881	3.7435390949249268	trials	383.17174792289734	383.45830392837524	382.1873970031738	381.92041993141174	Right
385.4807858467102	3.955875873565674	trials	389.0922291278839	389.43571972846985	388.1052978038788	387.82742524147034	Left
393.1371519565582	3.5669198036193848	trials	396.34350085258484	396.7032115459442	395.01799416542053	394.74765825271606	Right
399.32669949531555	3.4543616771698	trials	402.4358501434326	402.78024196624756	401.4804172515869	401.2163071632385	Right
405.0583961009979	4.123934745788574	trials	408.8420352935791	409.1814706325531	407.6967935562134	407.45197558403015	Left
412.49595403671265	3.4527640342712402	trials	415.68698358535767	415.9479808807373	414.6580274105072	414.3723316192627	Left
419.04259061813354	3.6131227016448975	trials	422.326189994812	422.65489411354065	421.1340084075928	420.90328073501587	Right
424.886599779129	3.635199785232544	trials	428.2014515399933	428.52098059654236	426.9429144859314	426.6686463356018	Left
432.10481667518616	4.2781901359558105	trials	436.10730504989624	436.3821876049042	434.6370048522949	434.37338614463806	Right
438.5895628929138	3.5706470012664795	trials	441.87336707115173	442.1594316959381	440.7709696292877	440.54368257522583	Right
446.1364018917084	3.4270002841949463	trials	449.24817419052124	449.56262397766113	448.0224461555481	447.7630054950714	Left
451.83897590637207	3.622789144515991	trials	455.1707034111023	455.46094584465027	454.02910709381104	453.6995429992676	Left
458.0890624523163	4.007403373718262	trials	461.82690811157227	462.0956058502197	460.51799035072327	460.278169631958	Right
464.55734276771545	3.869081497192383	trials	468.1223783493042	468.42556405067444	467.16833782196045	466.93416953086853	Right
472.01087498664856	3.3714585304260254	trials	475.07902455329895	475.3814733028412	474.1906433105469	473.94930696487427	Left
479.1355392932892	3.3267710208892822	trials	482.1254963874817	482.46145033836365	481.07171845436096	480.7936818599701	Right
484.91630601882935	3.401400327682495	trials	487.99813628196716	488.31680512428284	486.6778726577759	486.43342328071594	Left
491.01000714302063	3.8036274909973145	trials	494.54309368133545	494.81277441978455	493.4845645427704	493.2628479003906	Left
498.29203963279724	3.4882354736328125	trials	501.4961767196655	501.77945590019226	500.43150329589844	500.15350794792175	Right
505.46278405189514	3.8203392028808594	trials	508.95056891441345	509.2822630405426	508.0867636203766	507.82457852363586	Left
511.6038348674774	3.823698043823242	trials	515.1065292358398	515.4266726970673	513.7340416908264	513.450516462326	Right
