onset	duration	nwb_table	reward_start_time	reward_stop_time	movement_start_time	cue_onset_time	target
21.46996235847473	7.298457384109497	trials	28.45601797103882	28.767600536346436	27.109949350357056	26.878976106643677	Left
31.922831296920776	5.016371250152588	trials	36.59726858139038	36.938342332839966	35.22199559211731	34.97529339790344	Right
44.7975013256073	5.446164608001709	trials	49.909637212753296	50.242846727371216	48.84373497962952	48.51752948760986	Left
54.00084471702576	5.43891453742981	trials	59.08062219619751	59.43894004821777	57.71296763420105	57.47412991523743	Right
62.8913357257843	4.710399866104126	trials	67.25308418273926	67.60091638565063	66.10493445396423	65.8300929069519	Left
70.71977472305298	6.348595142364502	trials	76.76870656013489	77.06755065917969	75.57783555984497	75.29930758476257	Right
81.28159737586975	6.504366159439087	trials	87.51865863800049	87.78514432907104	86.2063820362091	85.97434377670288	Right
93.60932874679565	3.8727269172668457	trials	97.14270210266113	97.4812364578247	96.16797685623169	95.92389631271362	Left
101.74980092048645	3.6747264862060547	trials	105.06489849090576	105.42350339889526	103.74533128738403	103.4699981212616	Left
109.01532673835754	3.8121471405029297	trials	112.51748871803284	112.82665467262268	111.18903303146362	110.93946361541748	Right
120.04630517959595	3.8523290157318115	trials	123.6271104812622	123.89777398109436	122.45807099342346	122.22091269493103	Right
128.74932217597961	3.977257013320923	trials	132.37772297859192	132.72575998306274	131.1186125278473	130.87682557106018	Left
137.59279108047485	3.7332582473754883	trials	141.01839876174927	141.32518911361694	140.10638332366943	139.8611557483673	Left
148.23403525352478	4.187176942825317	trials	152.14157819747925	152.41932797431946	150.79637002944946	150.56244730949402	Right
159.57721090316772	3.656662940979004	trials	162.90840578079224	163.2330138683319	161.52166390419006	161.26672887802124	Left
167.295672416687	4.058152914047241	trials	171.01729798316956	171.35296511650085	169.93230843544006	169.67430138587952	Right
178.56122875213623	3.5375514030456543	trials	181.8299596309662	182.0979199409485	180.39123964309692	180.14154744148254	Right
186.60782074928284	3.1621530055999756	trials	189.42287874221802	189.76903176307678	188.53236746788025	188.26563572883606	Left
195.5135898590088	4.0447998046875	trials	199.20474100112915	199.5575704574585	197.85748481750488	197.62491393089294	Left
204.88830971717834	4.3154637813568115	trials	208.89145350456238	209.20291328430176	207.44556546211243	207.21864700317383	Right
215.87329030036926	3.5099852085113525	trials	219.09344267845154	219.38241529464722	217.91125512123108	217.67368698120117	Right
223.41947388648987	4.092559337615967	trials	227.25103616714478	227.51117300987244	225.90148615837097	225.6391372680664	Left
233.91989755630493	3.612426280975342	trials	237.2031693458557	237.53150463104248	236.0719358921051	235.81270027160645	Left
242.43486714363098	3.8180453777313232	trials	245.98437881469727	246.25205254554749	244.89459705352783	244.67320823669434	Right
253.79418110847473	3.6333158016204834	trials	257.0774528980255	257.4266777038574	256.25542664527893	255.9522407054901	Left
261.6999936103821	3.2333004474639893	trials	264.60889077186584	264.93239307403564	263.6740608215332	263.4059774875641	Right
268.2628095149994	3.7122459411621094	trials	271.68608260154724	271.9742362499237	270.68026876449585	270.4202136993408	Right
276.99675130844116	3.8395495414733887	trials	280.5461812019348	280.83544063568115	279.51755261421204	279.2803122997284	Left
287.04342007637024	4.11201548576355	trials	290.8107981681824	291.1545753479004	289.4354431629181	289.2025856971741	Left
296.34052085876465	3.3792409896850586	trials	299.4047386646271	299.7189018726349	298.4298496246338	298.1869568824768	Right
305.3716275691986	3.764920234680176	trials	308.8424551486969	309.135728597641	307.7112216949463	307.450142621994	Left
313.13678336143494	3.485982656478882	trials	316.3280997276306	316.6219058036804	315.3657855987549	315.0603058338165	Right
322.6522419452667	4.453744649887085	trials	326.7639706134796	327.1051263809204	325.34261751174927	325.09116411209106	Right
332.05858302116394	4.022804498672485	trials	335.74871039390564	336.08056831359863	334.55112195014954	334.3110144138336	Left
339.8708019256592	3.1997952461242676	trials	342.76454401016235	343.06969594955444	341.89205503463745	341.6231117248535	Left
346.7143986225128	4.126556158065796	trials	350.5759847164154	350.8400948047638	349.4647808074951	349.18416380882263	Right
356.66747403144836	3.166412591934204	trials	359.4983015060425	359.8330674171448	358.4348978996277	358.20154881477356	Right
365.1047422885895	3.354050636291504	trials	368.1080114841461	368.4579327106476	366.9357364177704	366.7008717060089	Left
373.4172468185425	2.9500210285186768	trials	376.0453631877899	376.36558842658997	375.17733883857727	374.9504203796387	Right
380.60421109199524	3.987128496170044	trials	384.29396986961365	384.5904383659363	383.3222758769989	383.0742630958557	Left
388.33840131759644	4.485201835632324	trials	392.46712827682495	392.82274293899536	391.0259096622467	390.79374837875366	Right
397.46367478370667	3.730841636657715	trials	400.8872344493866	401.1936972141266	399.5247411727905	399.2943820953369	Left
404.4188058376312	3.5158424377441406	trials	407.6380569934845	407.9338290691376	406.2406656742096	405.9820852279663	Left
