name	electrode_name	type	units	sampling_frequency
Conx 1	e000	n/a	V	-1.0
Conx 5	e001	n/a	V	-1.0
Conx 6	e002	n/a	V	-1.0
Conx 7	e003	n/a	V	-1.0
Conx 8	e004	n/a	V	-1.0
Conx 9	e005	n/a	V	-1.0
Conx 10	e006	n/a	V	-1.0
Conx 11	e007	n/a	V	-1.0
Conx 12	e008	n/a	V	-1.0
Conx 13	e009	n/a	V	-1.0
Conx 14	e010	n/a	V	-1.0
Conx 15	e011	n/a	V	-1.0
Conx 16	e012	n/a	V	-1.0
Conx 17	e013	n/a	V	-1.0
Conx 18	e014	n/a	V	-1.0
Conx 19	e015	n/a	V	-1.0
Conx 20	e016	n/a	V	-1.0
