onset	duration	nwb_table	reward_start_time	reward_stop_time	movement_start_time	cue_onset_time	target
1.113579511642456	7.444438934326172	trials	8.193474531173706	8.554864645004272	6.766960620880127	6.536396741867065	Right
9.347809314727783	8.030126094818115	trials	17.02080512046814	17.375027179718018	15.626731634140015	15.364423751831055	Left
18.487173080444336	5.298708438873291	trials	23.459061861038208	23.785062313079834	22.008749961853027	21.786664962768555	Right
24.643543004989624	7.299891233444214	trials	31.597281217575073	31.94019842147827	30.42623496055603	30.17654275894165	Left
33.20676350593567	6.057410478591919	trials	38.926377058029175	39.263354778289795	37.66759419441223	37.41077494621277	Left
40.22128629684448	6.216785907745361	trials	46.098063468933105	46.43508219718933	44.936806440353394	44.66069507598877	Right
47.83157253265381	7.875788688659668	trials	55.36354303359985	55.704453229904175	54.15407609939575	53.893898248672485	Right
56.87730169296265	3.7972378730773926	trials	60.347965478897095	60.670238733291626	59.401830434799194	59.16045308113098	Left
61.78443264961243	6.406225919723511	trials	67.879403591156	68.18861055374146	66.84127235412598	66.56561160087585	Left
69.20593404769897	4.477583408355713	trials	73.36595463752747	73.68265724182129	71.84576511383057	71.58276104927063	Right
74.54834699630737	7.784734487533569	trials	81.97251081466675	82.32992768287659	80.80375814437866	80.56533002853394	Right
83.67460346221924	5.703925848007202	trials	89.01828598976135	89.37394165992737	88.18933749198914	87.9567666053772	Left
90.25261569023132	3.0767104625701904	trials	92.98694133758545	93.32686853408813	92.10740733146667	91.86299896240234	Right
94.42447352409363	8.094965934753418	trials	102.2063410282135	102.5014579296112	101.18430709838867	100.92437505722046	Left
103.48584961891174	8.183316469192505	trials	111.36389112472534	111.66830587387085	110.1017906665802	109.87773942947388	Right
112.95428609848022	4.715765714645386	trials	117.37993216514587	117.66919159889221	116.27327489852905	116.00306177139282	Left
118.87718391418457	7.847034931182861	trials	126.40935945510864	126.7109477519989	125.3830246925354	125.09671425819397	Left
127.86130952835083	6.557286262512207	trials	134.12773895263672	134.41499137878418	133.04918026924133	132.799733877182	Right
135.376855134964	4.151787519454956	trials	139.2528178691864	139.52618503570557	138.36079096794128	138.12785148620605	Left
140.45392894744873	7.587717056274414	trials	147.67456245422363	148.03783679008484	146.21298694610596	145.98615050315857	Right
149.06417155265808	4.081541061401367	trials	152.75159549713135	153.09623289108276	151.33847546577454	151.0797312259674	Right
154.18949627876282	3.637657642364502	trials	157.4722764492035	157.75240182876587	156.0845925807953	155.84530425071716	Left
158.6889522075653	6.556426286697388	trials	164.89455604553223	165.24451851844788	163.76750087738037	163.5017523765564	Right
166.3129599094391	3.6868505477905273	trials	169.59602689743042	169.9583179950714	168.50554871559143	168.25262069702148	Left
171.00124168395996	4.354293584823608	trials	175.04907274246216	175.35471606254578	173.6670823097229	173.4248857498169	Left
176.32796669006348	4.918108224868774	trials	180.8936550617218	181.24521470069885	179.66612482070923	179.42487049102783	Right
182.07903742790222	4.861050844192505	trials	186.65742325782776	186.93754887580872	185.6569344997406	185.40736508369446	Left
188.0622284412384	5.736857652664185	trials	193.45408010482788	193.7859787940979	192.1533133983612	191.92373251914978	Right
194.65707516670227	5.00985860824585	trials	199.32885003089905	199.66488575935364	198.40122890472412	198.17361402511597	Left
200.56322050094604	3.4246246814727783	trials	203.67372298240662	203.98702597618103	202.4121959209442	202.18830847740173	Right
205.0147943496704	4.619427680969238	trials	209.3309543132782	209.63340282440186	207.93004035949707	207.70459651947021	Right
210.98409986495972	3.5230515003204346	trials	214.17451524734497	214.50637316703796	212.867440700531	212.62553095817566	Left
215.56166648864746	3.4496922492980957	trials	218.59524607658386	218.88905215263367	217.72238850593567	217.48477959632874	Left
