onset	duration	nwb_table	error_onset_time	reward_start_time	reward_stop_time	movement_start_time	cue_onset_time	target
4.719083547592163	5.114961862564087	trials		9.440051317214966	9.824092149734497	8.411996126174927	8.175288438796997	Left
14.438686609268188	5.067735195159912	trials		19.143229484558105	19.505561590194702	17.862656116485596	17.627873182296753	Left
24.453652381896973	5.143838882446289	trials		29.189980268478394	29.589381217956543	28.2044415473938	27.986329555511475	Right
34.46849536895752	5.516042232513428	trials		39.56559872627258	39.983718395233154	38.615859270095825	38.42412543296814	Left
44.93770742416382	5.197660207748413	trials		49.70577931404114	50.084126710891724	48.427581548690796	48.15777802467346	Right
54.985400438308716	5.540986776351929	trials		60.157214641571045	60.52343797683716	58.69142007827759	58.45602297782898	Right
65.31284999847412	5.781217098236084	trials		70.72083973884583	71.08870148658752	69.55577349662781	69.3139865398407	Left
75.70382857322693	5.285109758377075	trials		80.60993528366089	80.9879961013794	79.45957374572754	79.23605513572693	Right
85.576908826828	5.521940469741821	trials		90.73491978645325	91.096186876297	89.45651721954346	89.23488259315491	Left
95.15573239326477	5.166203022003174	trials		99.93961477279663	100.32070660591125	98.70299124717712	98.48471546173096	Left
105.21808886528015	5.489868879318237	trials		110.29876732826233	110.7071795463562	109.10212087631226	108.87520265579224	Right
115.45214986801147	4.800593852996826	trials		119.89319682121277	120.2450840473175	118.89868807792664	118.65759754180908	Left
124.70206475257874	5.988884449005127	trials		130.26635766029358	130.68537855148315	128.82558965682983	128.62644219398499	Right
135.09349370002747	5.1790642738342285	trials		139.9373004436493	140.26825737953186	138.9345178604126	138.71972346305847	Left
144.74981379508972	4.778844118118286	trials		149.14359307289124	149.52783870697021	148.06532096862793	147.82865405082703	Right
154.1069619655609	5.4972004890441895	trials		159.2180736064911	159.59797763824463	158.2770175933838	158.01565194129944	Left
164.12270593643188	5.419253826141357	trials		169.1569766998291	169.54068994522095	167.9941222667694	167.76646661758423	Right
174.4658842086792	4.906966924667358	trials		178.96984577178955	179.37207293510437	177.8554470539093	177.5942041873932	Left
183.85833978652954	4.822917222976685	trials		188.34264063835144	188.67462134361267	187.29070591926575	187.0458061695099	Right
193.1687936782837	4.929413080215454	trials		197.68750071525574	198.09734654426575	196.59878396987915	196.37473273277283	Right
202.5924198627472	5.160468339920044	trials		207.4221773147583	207.75145483016968	206.41939449310303	206.20308470726013	Left
212.43592715263367	5.08366847038269	trials		217.15447807312012	217.51603198051453	216.29358077049255	216.04626441001892	Left
222.52953600883484	5.75676417350769	trials		227.87436532974243	228.28335094451904	226.69508600234985	226.48360967636108	Right
234.7152178287506	4.933427333831787	trials		239.2486708164215	239.6465151309967	238.33825278282166	238.06189560890198	Left
244.18361353874207	4.8818583488464355	trials		248.68552708625793	249.06227707862854	247.80120062828064	247.49973511695862	Right
253.51241731643677	5.578752040863037	trials	259.0779800415039			257.61189889907837	257.26562309265137	Left
263.9022898674011	5.906309127807617	trials		269.40518403053284	269.8041753768921	268.0139367580414	267.7641625404358	Right
273.96607995033264	5.0115790367126465	trials		278.54430198669434	278.9768805503845	277.2330496311188	277.01399540901184	Left
283.9809639453888	4.861009836196899	trials		288.4042341709137	288.83701753616333	287.24457478523254	287.0285108089447	Right
293.70023941993713	5.474181175231934	trials		298.79578614234924	299.1698739528656	297.5255346298218	297.29394698143005	Left
303.2155749797821	4.9442408084869385	trials		307.7637734413147	308.15899658203125	306.4645631313324	306.2473113536835	Right
313.04368138313293	4.714577913284302	trials		317.37253880500793	317.75748085975647	316.3217918872833	316.0931532382965	Right
322.41704964637756	4.498350143432617	trials		326.5132954120636	326.9145805835724	325.6560025215149	325.4351053237915	Left
331.60437750816345	5.922693252563477	trials		337.15372037887573	337.5227699279785	335.7629234790802	335.513067483902	Left
341.71392011642456	4.70462441444397	trials		346.0145971775055	346.4142029285431	345.05002999305725	344.84129786491394	Right
351.2442469596863	5.359411239624023	trials		356.2315776348114	356.60255241394043	355.34323716163635	355.10648822784424	Right
361.5572786331177	4.878868579864502	trials		366.01262068748474	366.43536901474	364.901171207428	364.6687641143799	Left
371.3394687175751	5.405491352081299	trials		376.38930439949036	376.7438540458679	375.21698808670044	375.01263880729675	Left
381.1980903148651	5.174271821975708	trials		386.01232385635376	386.37158393859863	385.0430872440338	384.7932312488556	Right
391.22890758514404	5.191188335418701	trials		395.9979622364044	396.41927671432495	394.7870616912842	394.54236674308777	Left
