name	electrode_name	type	units
Conx 1	e000	n/a	V
Conx 3	e001	n/a	V
Conx 12	e002	n/a	V
Conx 14	e003	n/a	V
Conx 15	e004	n/a	V
Conx 17	e005	n/a	V
Conx 20	e006	n/a	V
Conx 21	e007	n/a	V
Conx 25	e008	n/a	V
Conx 27	e009	n/a	V
Conx 28	e010	n/a	V
Conx 29	e011	n/a	V
Conx 30	e012	n/a	V
Conx 31	e013	n/a	V
