onset	duration	nwb_table	reward_start_time	reward_stop_time	movement_start_time	cue_onset_time	target
13.971456050872803	5.310013294219971	trials	18.95665669441223	19.270246505737305	17.75009799003601	17.519411087036133	Left
24.298373222351074	6.075965404510498	trials	29.533716440200806	29.884334087371826	28.314460277557373	28.06583285331726	Left
35.127418994903564	4.8982834815979	trials	39.645511627197266	40.024842262268066	38.66738677024841	38.39348745346069	Right
45.3609881401062	5.3042380809783936	trials	50.28425717353821	50.664366006851196	48.85020661354065	48.61263871192932	Left
56.345722913742065	5.1723058223724365	trials	61.16044807434082	61.51577591896057	60.19227647781372	59.924848556518555	Right
67.22076678276062	5.296701431274414	trials	72.06539273262024	72.38529014587402	70.80697846412659	70.58006024360657	Left
77.4706380367279	5.623889923095703	trials	82.61210107803345	82.94043636322021	81.42991352081299	81.15904521942139	Right
88.31422472000122	5.682503700256348	trials	93.03384065628052	93.36393737792969	91.80557322502136	91.58254599571228	Right
98.57966089248657	5.497487306594849	trials	103.61081862449646	103.99465465545654	102.31009268760681	102.0797746181488	Left
109.86065912246704	5.148467302322388	trials	114.6275429725647	114.98311686515808	113.23084807395935	112.9867262840271	Right
120.95299577713013	5.1193037033081055	trials	125.76804852485657	126.07152128219604	124.6519296169281	124.3928575515747	Left
131.8586368560791	5.566381931304932	trials	137.0351207256317	137.42391300201416	135.8040268421173	135.5364351272583	Right
143.00086283683777	5.6385533809661865	trials	148.3302092552185	148.63863801956177	146.99139070510864	146.76660227775574	Left
154.45307397842407	4.979015588760376	trials	159.0643916130066	159.42660093307495	157.77062916755676	157.50180864334106	Left
165.07752442359924	5.5055155754089355	trials	170.23487997055054	170.57775616645813	169.11396861076355	168.86013960838318	Right
176.0474317073822	4.9639832973480225	trials	180.6735360622406	181.0092852115631	179.3277542591095	179.09469175338745	Left
186.2661325931549	4.987985849380493	trials	190.87626242637634	191.253258228302	189.71758580207825	189.50135803222656	Right
196.90663933753967	4.833648681640625	trials	201.36206340789795	201.7394688129425	200.3466238975525	200.1105716228485	Right
206.9370059967041	5.26020622253418	trials	211.79842567443848	212.19635200500488	210.84078073501587	210.61120009422302	Left
217.31069946289062	5.292605400085449	trials	222.29901313781738	222.60248565673828	221.132390499115	220.89256954193115	Left
227.98319625854492	5.2986674308776855	trials	232.89204740524292	233.2810034751892	231.39897346496582	231.15788292884827	Right
238.43553280830383	5.142200231552124	trials	243.25107717514038	243.57679104804993	242.08605194091797	241.84512519836426	Left
249.1235122680664	5.101404190063477	trials	253.9074764251709	254.2240972518921	252.9601535797119	252.7200870513916	Right
259.60726523399353	5.045248031616211	trials	264.2493441104889	264.64874505996704	263.13273334503174	262.891765832901	Right
270.3724133968353	5.738168478012085	trials	275.7179801464081	276.10562562942505	274.59387397766113	274.35864067077637	Left
281.9522559642792	5.400371313095093	trials	286.96989703178406	287.351603269577	285.5751271247864	285.32822012901306	Left
292.93445110321045	5.219000339508057	trials	297.795747756958	298.1492736339569	296.6613607406616	296.42182660102844	Right
303.23310589790344	4.7167487144470215	trials	307.54652166366577	307.9450213909149	306.48250365257263	306.2488269805908	Right
313.07669496536255	5.180170297622681	trials	317.90481400489807	318.2516224384308	316.52507638931274	316.2807500362396	Left
324.24861693382263	4.701921224594116	trials	328.6392421722412	328.94967818260193	327.50874614715576	327.2807219028473	Right
334.57651710510254	5.211422681808472	trials	339.40455412864685	339.78351616859436	338.0946943759918	337.8587238788605	Left
345.7326285839081	5.426094055175781	trials	350.82633209228516	351.15446281433105	349.4023988246918	349.1709747314453	Right
356.8407757282257	5.122539520263672	trials	361.63977217674255	361.95901441574097	360.34519028663635	360.0762059688568	Left
367.1854693889618	5.7321882247924805	trials	372.53136372566223	372.9168384075165	371.3932902812958	371.13962507247925	Left
378.763386964798	5.572935581207275	trials	383.9674367904663	384.33173513412476	383.0065562725067	382.7644007205963	Right
389.8883686065674	5.533409357070923	trials	395.06042885780334	395.41649413108826	393.714524269104	393.4664704799652	Right
401.13819646835327	5.367029666900635	trials	406.1391668319702	406.50035190582275	404.9440767765045	404.7171993255615	Left
412.35673093795776	5.757665157318115	trials	417.76414728164673	418.10956287384033	416.2840166091919	416.06074357032776	Right
423.3407692909241	5.397995471954346	trials	428.3412890434265	428.7345049381256	427.2925901412964	427.02946305274963	Left
434.41897463798523	5.4503014087677	trials	439.5439307689667	439.86513924598694	438.41265654563904	438.1698868274689	Right
445.12034821510315	4.630937576293945	trials	449.35737347602844	449.74682116508484	448.46039032936096	448.23224329948425	Left
455.1668121814728	4.983521223068237	trials	459.77808904647827	460.14619636535645	458.64476680755615	458.40388107299805	Left
465.3872332572937	5.3039515018463135	trials	470.3570330142975	470.68700671195984	469.2038450241089	468.9507532119751	Right
